drug	uniprot
DB01023 	 Q08289
DB01023 	 Q01668
DB01023 	 Q13698
DB01023 	 O95180
DB01023 	 Q9NY47
DB01023 	 P0DP23
DB01023 	 Q01064
DB01023 	 P54750
DB01023 	 P08235
DB01023 	 P02585
DB01023 	 P63316
DB01024 	 P20839
DB01024 	 P12268
DB01025 	 P80511
DB01025 	 Q99584
DB01025 	 P08700
DB01025 	 P05230
DB01026 	 P50859
DB01026 	 P10275
DB01026 	 P05093
DB01026 	 P08686
DB01026 	 Q12809
DB01026 	 O75469
DB01026 	 Q14994
DB01028 	 P14867
DB01028 	 P42261
DB01028 	 P23415
DB01028 	 P98194
DB01028 	 Q09470
DB01028 	 P03886
DB01028 	 P14867
DB01029 	 P30556
DB01029 	 P05412
DB01030 	 P11387
DB01030 	 Q969P6
DB01031 	 P00915
DB01031 	 P00918
DB01032 	 Q4U2R8
DB01032 	 Q9NSA0
DB01032 	 Q8TCC7
DB01032 	 Q96RD7
DB01032 	 Q9NYV7
DB01033 	 P00492
DB01033 	 Q06203
DB01033 	 P20839
DB01034 	 P0A953
DB01034 	 P0AAI5
DB01034 	 P0A6R0
DB01034 	 P49327
DB01035 	 Q14524
DB01035 	 P26358
DB01035 	 Q12809
DB01036 	 P20309
DB01036 	 P08172
DB01036 	 P08912
DB01036 	 P11229
DB01036 	 P08173
DB01037 	 P27338
DB01037 	 P21397
DB01038 	 P14416
DB01038 	 P21728
DB01038 	 P21918
DB01039 	 Q07869
DB01039 	 Q9NPA2
DB01039 	 O75469
DB01041 	 Q96SW2
DB01041 	 P01375
DB01041 	 P19838
DB01041 	 P21802
DB01041 	 P35354
DB01041 	 P02763
DB01043 	 P46098
DB01043 	 Q693P7
DB01043 	 P14416
DB01043 	 Q05586
DB01043 	 Q05586
DB01043 	 P14867
DB01043 	 P23415
DB01044 	 P72524
DB01044 	 P0A4L9
DB01044 	 P72525
DB01044 	 Q59961
DB01045 	 P0A8V2
DB01045 	 O75469
DB01046 	 P51788
DB01047 	 P04150
DB01047 	 Q99835
DB01048 	 Q72547
DB01048 	 P01889
DB01049 	 P21728
DB01049 	 P35348
DB01049 	 P08588
DB01049 	 P08908
DB01050 	 P35354
DB01050 	 P23219
DB01050 	 P10415
DB01050 	 P07204
DB01050 	 P12104
DB01050 	 P37231
DB01050 	 P13569
DB01050 	 Q07869
DB01050 	 P07359
DB01050 	 P31151
DB01051 	 P0A0K8
DB01051 	 Q06AK7
DB01053 	 A0A0H2XJ39
DB01053 	 Q8TCC7
DB01053 	 P46059
DB01053 	 Q16348
DB01054 	 Q13936
DB01054 	 P54289
DB01054 	 Q08289
DB01054 	 Q01668
DB01054 	 Q13698
DB01054 	 Q9NY47
DB01054 	 O95180
DB01055 	 P34896
DB01055 	 P13500
DB01055 	 P14679
DB01056 	 Q14524
DB01057 	 P06276
DB01059 	 P43702
DB01059 	 P43700
DB01059 	 P11388
DB01060 	 Q8L103
DB01061 	 Q8XJ01
DB01062 	 P20309
DB01062 	 P08172
DB01062 	 P11229
DB01063 	 P14416
DB01063 	 P10275
DB01064 	 P08588
DB01064 	 P07550
DB01064 	 P13945
DB01064 	 P28482
DB01064 	 P27986
DB01064 	 O00459
DB01064 	 Q92569
DB01064 	 Q4ZHU6
DB01064 	 P00441
DB01065 	 P48039
DB01065 	 P49286
DB01065 	 P03372
DB01065 	 Q92753
DB01065 	 P0DP23
DB01065 	 P05164
DB01065 	 P11678
DB01065 	 P27797
DB01065 	 P46597
DB01065 	 P16083
DB01066 	 P0A3M6
DB01066 	 Q8XJ01
DB01067 	 Q09428
DB01067 	 P37231
DB01068 	 P14867
DB01068 	 P14867
DB01068 	 O75469
DB01069 	 P35367
DB01069 	 P14416
DB01069 	 P11229
DB01069 	 P08172
DB01069 	 P20309
DB01069 	 P08173
DB01069 	 P08912
DB01069 	 P35348
DB01069 	 P0DP23
DB01069 	 P25021
DB01069 	 Q99677
DB01069 	 P35498
DB01069 	 Q09470
DB01070 	 P11473
DB01071 	 P35367
DB01072 	 Q72874
DB01073 	 P23921
DB01073 	 P09884
DB01073 	 P27707
DB01074 	 P50416
DB01074 	 P23786
DB01074 	 Q12809
DB01075 	 P35367
DB01075 	 P08172
DB01076 	 P04035
DB01076 	 P27487
DB01076 	 P35869
DB01076 	 Q92769
DB01076 	 Q14994
DB01077 	 Q13332
DB01077 	 P38606
DB01077 	 P12235
DB01077 	 P05141
DB01077 	 P12236
DB01078 	 P05023
DB01079 	 Q13639
DB01079 	 P41595
DB01079 	 P28335
DB01079 	 P28223
DB01080 	 P80404
DB01081 	 P35372
DB01081 	 P41143
DB01082 	 P0A7S3
DB01082 	 Q9UM07
DB01083 	 P16233
DB01083 	 P07098
DB01083 	 P49327
DB01084 	 P35367
DB01085 	 P20309
DB01085 	 P11229
DB01085 	 P08172
DB01085 	 P08173
DB01086 	 Q9Y5Y9
DB01087 	 P08729
DB01087 	 P16083
DB01088 	 P43119
DB01088 	 P34995
DB01088 	 P27815
DB01088 	 Q07343
DB01088 	 Q08493
DB01088 	 Q08499
DB01088 	 P00750
DB01088 	 Q9Y5Y4
DB01089 	 Q05940
DB01090 	 Q9GZZ6
DB01090 	 P32297
DB01090 	 P30926
DB01091 	 Q14534
DB01092 	 P05023
DB01092 	 P50993
DB01092 	 P13637
DB01094 	 P35610
DB01094 	 O75908
DB01094 	 P55157
DB01094 	 P04278
DB01095 	 P04035
DB01095 	 Q92769
DB01097 	 Q02127
DB01097 	 P35869
DB01097 	 Q14289
DB01098 	 P04035
DB01098 	 P20701
DB01099 	 P26358
DB01099 	 P12461
DB01100 	 P14416
DB01100 	 P35462
DB01100 	 Q12809
DB01100 	 P0DP23
DB01101 	 P04818
DB01102 	 P08588
DB01102 	 P07550
DB01102 	 P13945
DB01103 	 O60733
DB01103 	 P47712
DB01103 	 Q15111
DB01104 	 P31645
DB01104 	 Q01959
DB01104 	 O00264
DB01104 	 P23975
DB01104 	 Q7RTT9
DB01105 	 P23975
DB01105 	 P31645
DB01105 	 Q01959
DB01106 	 P35367
DB01106 	 O95665
DB01107 	 P14867
DB01107 	 P14867
DB01108 	 P14060
DB01108 	 P26439
DB01108 	 P03372
DB01108 	 Q92731
DB01109 	 P01008
DB01109 	 P00742
DB01109 	 P16109
DB01109 	 P22455
DB01109 	 P08620
DB01109 	 O95750
DB01109 	 P11362
DB01109 	 P05230
DB01109 	 P21802
DB01109 	 P09038
DB01109 	 P02776
DB01109 	 P14210
DB01110 	 P10613
DB01110 	 P29474
DB01110 	 P35228
DB01110 	 O75469
DB01110 	 Q12791
DB01110 	 Q09470
DB01110 	 Q14500
DB01110 	 Q13936
DB01112 	 Q8XJ01
DB01113 	 Q07343
DB01113 	 Q9Y233
DB01114 	 P35367
DB01114 	 P31645
DB01114 	 P23975
DB01114 	 Q01959
DB01115 	 Q13936
DB01115 	 O75469
DB01115 	 P0DP23
DB01115 	 Q01668
DB01115 	 Q13698
DB01115 	 Q08289
DB01115 	 Q9UK17
DB01115 	 O43497
DB01116 	 Q9GZZ6
DB01117 	 Q02768
DB01117 	 Q08210
DB01117 	 Q02127
DB01118 	 Q12809
DB01118 	 P08588
DB01118 	 Q9P0X4
DB01118 	 Q13936
DB01118 	 P10827
DB01118 	 P37231
DB01118 	 Q07869
DB01118 	 Q86YN6
DB01119 	 Q14654
DB01119 	 P00915
DB01119 	 P00918
DB01119 	 P05023
DB01119 	 Q12791
DB01120 	 Q09428
DB01120 	 P15692
DB01121 	 P35498
DB01122 	 P22303
DB01123 	 P00734
DB01123 	 P0A0N4
DB01123 	 Q58L87
DB01124 	 Q09428
DB01124 	 P48048
DB01125 	 P38435
DB01126 	 P31213
DB01126 	 P18405
DB01127 	 P10613
DB01127 	 O75469
DB01128 	 P10275
DB01129 	 P20648
DB01130 	 P04150
DB01131 	 P00374
DB01131 	 P13922
DB01132 	 P37231
DB01132 	 P27338
DB01133 	 Q05209
DB01133 	 P29350
DB01133 	 P23469
DB01133 	 Q93050
DB01134 	 P08235
DB01135 	 Q15822
DB01135 	 P08172
DB01136 	 P08588
DB01136 	 P35348
DB01136 	 O95298
DB01136 	 P07550
DB01136 	 P15692
DB01136 	 P16860
DB01136 	 P17302
DB01136 	 Q12809
DB01136 	 P19320
DB01136 	 P25100
DB01136 	 P35368
DB01136 	 P18825
DB01136 	 P18089
DB01136 	 P08913
DB01136 	 P16581
DB01136 	 Q16665
DB01136 	 P48050
DB01136 	 P63252
DB01136 	 P35348
DB01137 	 P43702
DB01137 	 P43700
DB01138 	 Q92887
DB01138 	 P33527
DB01138 	 Q96S37
DB01138 	 O75469
DB01139 	 Q8XJ01
DB01140 	 Q75Y35
DB01140 	 Q8DR59
DB01140 	 Q7CRA4
DB01140 	 P0A3M6
DB01141 	 A2QLK4
DB01142 	 P35367
DB01142 	 P25021
DB01142 	 P23975
DB01142 	 P31645
DB01142 	 P28223
DB01142 	 P41595
DB01142 	 P28335
DB01142 	 P11229
DB01142 	 P08172
DB01142 	 P20309
DB01142 	 P08173
DB01142 	 P08912
DB01142 	 P35348
DB01142 	 P35368
DB01142 	 P25100
DB01142 	 P08908
DB01142 	 P50406
DB01142 	 Q9H3N8
DB01142 	 Q12809
DB01143 	 P10696
DB01144 	 P00918
DB01144 	 P00915
DB01144 	 P22748
DB01144 	 P43166
DB01144 	 P07451
DB01145 	 Q27738
DB01146 	 P35367
DB01146 	 Q01959
DB01147 	 Q8XJ01
DB01147 	 P00811
DB01147 	 Q8DNB6
DB01147 	 P0A3M5
DB01147 	 Q51504
DB01147 	 P0AEB3
DB01148 	 P08172
DB01148 	 P11229
DB01149 	 P28223
DB01149 	 P28335
DB01149 	 P31645
DB01149 	 P08908
DB01149 	 P23975
DB01149 	 Q01959
DB01149 	 P35368
DB01149 	 P08913
DB01149 	 P35348
DB01149 	 Q12809
DB01150 	 Q04707
DB01150 	 P14677
DB01150 	 P0A3M5
DB01151 	 P23975
DB01151 	 P07550
DB01151 	 P31645
DB01151 	 P28223
DB01151 	 P08588
DB01151 	 P17405
DB01151 	 P35367
DB01151 	 P35348
DB01151 	 P11229
DB01151 	 P08172
DB01151 	 P20309
DB01151 	 P08173
DB01151 	 P08912
DB01151 	 P08908
DB01151 	 P28335
DB01151 	 P14416
DB01151 	 P08913
DB01153 	 P10613
DB01154 	 P14867
DB01154 	 Q15842
DB01154 	 Q14654
DB01155 	 P43702
DB01155 	 P43700
DB01156 	 Q01959
DB01156 	 P23975
DB01156 	 P32297
DB01156 	 P46098
DB01157 	 P00374
DB01158 	 P05023
DB01159 	 O14649
DB01159 	 Q9NPC2
DB01159 	 Q12791
DB01159 	 Q8TCU5
DB01159 	 O60391
DB01159 	 Q12879
DB01159 	 P23415
DB01159 	 P08100
DB01159 	 P48051
DB01159 	 P48549
DB01159 	 P03886
DB01159 	 O15554
DB01159 	 P14867
DB01159 	 P59768
DB01159 	 Q6W5P4
DB01159 	 P14867
DB01159 	 P20020
DB01160 	 P43088
DB01160 	 P43119
DB01161 	 Q9Y5Y9
DB01161 	 Q01959
DB01162 	 P35348
DB01162 	 P35368
DB01162 	 P25100
DB01162 	 Q12809
DB01162 	 Q9H252
DB01162 	 Q9NS40
DB01162 	 P01137
DB01163 	 Q8DNB6
DB01163 	 P0AD65
DB01163 	 Q75Y35
DB01163 	 Q8DR59
DB01163 	 P0A3M6
DB01163 	 Q7CRA4
DB01164 	 Q99584
DB01165 	 P43702
DB01165 	 P43700
DB01165 	 P11388
DB01166 	 Q14432
DB01167 	 Q16850
DB01167 	 P50859
DB01168 	 P21397
DB01169 	 O14920
DB01169 	 Q16881
DB01169 	 P05412
DB01169 	 P24385
DB01169 	 P27361
DB01169 	 P28482
DB01169 	 P31749
DB01169 	 P38936
DB01169 	 Q13547
DB01169 	 P29590
DB01170 	 P23975
DB01171 	 P21397
DB01171 	 P21397
DB01171 	 P27338
DB01172 	 P0A7S3
DB01173 	 O15399
DB01173 	 Q05586
DB01173 	 O60391
DB01173 	 Q8TCU5
DB01173 	 P35367
DB01173 	 P23975
DB01173 	 Q9Y5Y9
DB01174 	 P14867
DB01174 	 P43681
DB01174 	 P36544
DB01174 	 P42262
DB01174 	 Q13002
DB01174 	 Q05586
DB01174 	 O75469
DB01175 	 P31645
DB01175 	 P11229
DB01175 	 P35367
DB01175 	 P08908
DB01175 	 P28223
DB01175 	 P35348
DB01175 	 P28335
DB01175 	 P08913
DB01175 	 P14416
DB01175 	 P23975
DB01175 	 Q01959
DB01176 	 P35367
DB01176 	 P49888
DB01177 	 P11388
DB01178 	 P30536
DB01179 	 P11388
DB01179 	 P68366
DB01179 	 P07437
DB01180 	 P12821
DB01181 	 O75469
DB01182 	 Q14524
DB01182 	 Q12809
DB01182 	 P08588
DB01182 	 P07550
DB01183 	 P35372
DB01183 	 P41143
DB01183 	 P41145
DB01183 	 P16220
DB01183 	 P03372
DB01183 	 O00206
DB01183 	 P23141
DB01184 	 P14416
DB01184 	 P35462
DB01185 	 P10275
DB01185 	 P03372
DB01185 	 P04150
DB01185 	 P80365
DB01186 	 P14416
DB01186 	 P35462
DB01186 	 P21917
DB01186 	 P08908
DB01186 	 P41595
DB01186 	 P28223
DB01186 	 P28221
DB01186 	 P08913
DB01186 	 P21918
DB01186 	 P21728
DB01186 	 P28222
DB01186 	 P28335
DB01186 	 P35348
DB01186 	 P35368
DB01186 	 P25100
DB01188 	 P05023
DB01189 	 P14867
DB01189 	 P23415
DB01189 	 P42261
DB01189 	 Q09470
DB01189 	 P30049
DB01189 	 P03886
DB01189 	 P98194
DB01190 	 Q2G0P0
DB01191 	 P31645
DB01191 	 P28335
DB01192 	 P35372
DB01192 	 P41143
DB01193 	 P08588
DB01193 	 P07550
DB01194 	 P00918
DB01194 	 P00915
DB01194 	 P22748
DB01194 	 P35218
DB01194 	 P07451
DB01195 	 Q14524
DB01195 	 P35499
DB01195 	 Q12809
DB01195 	 Q92736
DB01196 	 P11137
DB01196 	 P78559
DB01196 	 P03372
DB01196 	 Q92731
DB01197 	 P12821
DB01197 	 P08253
DB01197 	 P14780
DB01197 	 P09960
DB01197 	 P46663
DB01198 	 P14867
DB01198 	 P47869
DB01198 	 P34903
DB01198 	 P31644
DB01198 	 P30536
DB01199 	 Q15822
DB01199 	 P46098
DB01199 	 P22303
DB01199 	 P36544
DB01200 	 P14416
DB01200 	 P35462
DB01200 	 P28221
DB01200 	 P08913
DB01200 	 P08908
DB01200 	 P18825
DB01200 	 P18089
DB01200 	 P41595
DB01200 	 P21917
DB01200 	 P28223
DB01200 	 P28222
DB01200 	 P28335
DB01200 	 P21918
DB01200 	 P21728
DB01200 	 P35348
DB01200 	 P35368
DB01200 	 P25100
DB01200 	 P34969
DB01201 	 P9WGY7
DB01202 	 Q7L0J3
DB01202 	 Q00975
DB01203 	 P08588
DB01203 	 P07550
DB01204 	 P11388
DB01205 	 P14867
DB01205 	 P18507
DB01205 	 P31644
DB01205 	 P14867
DB01206 	 Q9H169
DB01207 	 P21731
DB01207 	 P24557
DB01208 	 P43702
DB01208 	 P43700
DB01208 	 P11388
DB01209 	 P35372
DB01209 	 P41145
DB01210 	 P07550
DB01210 	 P08588
DB01211 	 P0A7J6
DB01211 	 Q12809
DB01211 	 Q9Y6L6
DB01211 	 Q9NPD5
DB01212 	 P0A3M6
DB01212 	 Q9NSA0
DB01212 	 Q4U2R8
DB01212 	 Q8TCC7
DB01212 	 P46059
DB01213 	 P07327
DB01213 	 P00325
DB01213 	 P00326
DB01213 	 P04040
DB01214 	 P07550
DB01214 	 P08588
DB01215 	 P14867
DB01215 	 P14867
DB01216 	 P31213
DB01216 	 P18405
DB01216 	 P51857
DB01217 	 P11511
DB01218 	 Q12809
DB01218 	 P46925
DB01219 	 P21817
DB01220 	 P0A8V2
DB01220 	 O75469
DB01221 	 Q8TCU5
DB01221 	 P25103
DB01221 	 P14416
DB01221 	 P41143
DB01221 	 P23975
DB01221 	 P41145
DB01221 	 P35372
DB01221 	 P11229
DB01221 	 P28223
DB01221 	 P08908
DB01221 	 P46098
DB01221 	 Q693P7
DB01221 	 P06276
DB01221 	 P29475
DB01222 	 P04150
DB01222 	 P04083
DB01223 	 Q14432
DB01223 	 P30542
DB01223 	 P0DMS8
DB01223 	 Q92769
DB01224 	 P28223
DB01224 	 P14416
DB01224 	 P08908
DB01224 	 P28222
DB01224 	 P28221
DB01224 	 P28566
DB01224 	 P28335
DB01224 	 P46098
DB01224 	 P50406
DB01224 	 P34969
DB01224 	 P21728
DB01224 	 P21918
DB01224 	 P35462
DB01224 	 P21917
DB01224 	 P35367
DB01224 	 P35348
DB01224 	 P08913
DB01224 	 P18089
DB01224 	 P18825
DB01224 	 P11229
DB01224 	 P08172
DB01224 	 P20309
DB01224 	 P08173
DB01224 	 P08912
DB01225 	 P01008
DB01225 	 P00742
DB01226 	 Q15822
DB01226 	 P08172
DB01226 	 P20309
DB01226 	 P06276
DB01227 	 P35372
DB01227 	 P30926
DB01227 	 P32297
DB01228 	 Q14524
DB01229 	 Q9H4B7
DB01229 	 P10415
DB01229 	 P27816
DB01229 	 P11137
DB01229 	 P10636
DB01229 	 O75469
DB01231 	 P11229
DB01231 	 P20309
DB01231 	 P08172
DB01232 	 Q72874
DB01233 	 P14416
DB01233 	 P11229
DB01233 	 Q13639
DB01233 	 P46098
DB01234 	 P04150
DB01234 	 P51843
DB01234 	 P04083
DB01234 	 P35228
DB01234 	 O75469
DB01235 	 P21728
DB01235 	 P21918
DB01235 	 P14416
DB01235 	 P35462
DB01235 	 P21917
DB01236 	 P14867
DB01236 	 P23415
DB01236 	 P42261
DB01236 	 P98194
DB01236 	 P03886
DB01236 	 P14867
DB01236 	 Q96ER9
DB01237 	 P35367
DB01238 	 P08908
DB01238 	 P14416
DB01238 	 P28223
DB01238 	 P35348
DB01238 	 P35368
DB01238 	 P35462
DB01238 	 P28221
DB01238 	 P34969
DB01238 	 P08913
DB01238 	 P18825
DB01238 	 P35367
DB01238 	 P28222
DB01238 	 P28335
DB01238 	 P46098
DB01238 	 P50406
DB01238 	 P21728
DB01238 	 P21917
DB01238 	 P18089
DB01238 	 P28566
DB01238 	 P21918
DB01238 	 P41595
DB01238 	 P47898
DB01238 	 P08588
DB01238 	 P07550
DB01238 	 P25021
DB01238 	 Q9Y5N1
DB01238 	 Q9H3N8
DB01238 	 P11229
DB01238 	 P08172
DB01238 	 P20309
DB01238 	 P08173
DB01238 	 P08912
DB01238 	 P41145
DB01238 	 P35372
DB01238 	 P41143
DB01238 	 Q05586
DB01238 	 Q01959
DB01238 	 P31645
DB01239 	 P14416
DB01239 	 P21728
DB01239 	 P35462
DB01239 	 P28223
DB01239 	 P35367
DB01239 	 P11229
DB01239 	 P08172
DB01239 	 P20309
DB01239 	 P08173
DB01239 	 P08912
DB01239 	 P08908
DB01240 	 Q9H244
DB01240 	 P43119
DB01240 	 Q16647
DB01241 	 Q07869
DB01241 	 Q9Y6L6
DB01241 	 Q8TCC7
DB01241 	 O94956
DB01241 	 Q9NPD5
DB01242 	 P31645
DB01242 	 P28223
DB01242 	 P41595
DB01242 	 P28335
DB01242 	 P23975
DB01242 	 P09211
DB01244 	 O00555
DB01244 	 O95180
DB01244 	 Q9NY47
DB01244 	 P05023
DB01244 	 P51787
DB01244 	 P63316
DB01244 	 P0DP23
DB01244 	 Q01064
DB01244 	 P54750
DB01244 	 Q12809
DB01245 	 Q15822
DB01245 	 P22303
DB01245 	 P43681
DB01245 	 P17787
DB01246 	 P35367
DB01247 	 P21397
DB01247 	 P27338
DB01248 	 Q9H4B7
DB01248 	 P10415
DB01248 	 P11137
DB01248 	 P27816
DB01248 	 P10636
DB01248 	 O75469
DB01250 	 P51580
DB01250 	 P01579
DB01251 	 Q09428
DB01251 	 Q15842
DB01252 	 Q09428
DB01252 	 P37231
DB01253 	 P35348
DB01254 	 P00519
DB01254 	 P12931
DB01254 	 P29317
DB01254 	 P06239
DB01254 	 P07947
DB01254 	 P10721
DB01254 	 P09619
DB01254 	 P51692
DB01254 	 P42684
DB01254 	 P06241
DB01254 	 Q06187
DB01254 	 Q92570
DB01254 	 P11274
DB01254 	 P41240
DB01254 	 P54756
DB01254 	 P54760
DB01254 	 P09769
DB01254 	 P42685
DB01254 	 P11142
DB01254 	 P07948
DB01254 	 Q9NYL2
DB01254 	 Q16539
DB01254 	 Q06203
DB01255 	 Q96RJ0
DB01256 	 Q9A1X4
DB01257 	 P01031
DB01259 	 P00533
DB01259 	 P04626
DB01260 	 P04150
DB01261 	 P27487
DB01262 	 P26358
DB01263 	 P10613
DB01264 	 Q72874
DB01265 	 Q05486
DB01267 	 P28223
DB01267 	 P14416
DB01267 	 P35367
DB01267 	 P35348
DB01267 	 P35368
DB01267 	 P21917
DB01267 	 P28221
DB01267 	 P35462
DB01267 	 P28335
DB01267 	 P08913
DB01267 	 P18089
DB01267 	 P18825
DB01267 	 P08908
DB01267 	 P21728
DB01267 	 P34969
DB01268 	 P09619
DB01268 	 P17948
DB01268 	 P10721
DB01268 	 P35968
DB01268 	 P35916
DB01268 	 P36888
DB01268 	 P07333
DB01268 	 P16234
DB01269 	 P00533
DB01270 	 P15692
DB01271 	 O60664
DB01272 	 P20645
DB01273 	 P43681
DB01273 	 P36544
DB01273 	 P32297
DB01273 	 Q15825
DB01273 	 P17787
DB01274 	 P07550
DB01275 	 Q16853
DB01275 	 P13674
DB01275 	 Q16665
DB01276 	 P43220
DB01277 	 P08069
DB01277 	 P17936
DB01277 	 P06213
DB01277 	 P11717
DB01278 	 P30988
DB01278 	 O60894
DB01278 	 O60895
DB01278 	 O60896
DB01279 	 O60664
DB01280 	 P09884
DB01281 	 P33681
DB01281 	 P42081
DB01282 	 P30559
DB01283 	 P35354
DB01283 	 P23219
DB01284 	 Q01718
DB01285 	 Q01718
DB01285 	 P06850
DB01288 	 P07550
DB01288 	 P08588
DB01288 	 P13945
DB01289 	 Q15842
DB01291 	 P07550
DB01291 	 P08588
DB01295 	 P08588
DB01295 	 P07550
DB01295 	 P35348
DB01296 	 P01375
DB01296 	 P14780
DB01296 	 Q00653
DB01296 	 P01579
DB01296 	 P33673
DB01297 	 P08588
DB01298 	 P0AC13
DB01299 	 Q27738
DB01299 	 P13922
DB01301 	 P0A7X3
DB01303 	 Q14432
DB01303 	 P27815
DB01303 	 P29274
DB01303 	 P30542
DB01303 	 Q92769
DB01306 	 P06213
DB01306 	 P08069
DB01307 	 P06213
DB01307 	 P08069
DB01309 	 P06213
DB01309 	 P08069
DB01319 	 Q72874
DB01320 	 Q14524
DB01321 	 P44345
DB01324 	 P55017
DB01325 	 P00915
DB01325 	 P00918
DB01325 	 Q13621
DB01325 	 P55011
DB01325 	 P55017
DB01326 	 Q70KI2
DB01327 	 P02918
DB01327 	 P02919
DB01327 	 P76577
DB01327 	 P0AD65
DB01327 	 P0AD68
DB01327 	 P27169
DB01327 	 P40933
DB01327 	 P60568
DB01328 	 P02918
DB01328 	 P0AD68
DB01328 	 P02919
DB01328 	 P24228
DB01328 	 P0AD65
DB01329 	 P0AD68
DB01329 	 P02919
DB01329 	 P0AD65
DB01329 	 Q07806
DB01329 	 Q9X6W0
DB01329 	 P08506
DB01329 	 P02918
DB01329 	 P0AEB2
DB01329 	 P24228
DB01330 	 Q75Y35
DB01331 	 P08506
DB01331 	 P0AEB2
DB01331 	 P0AFI5
DB01331 	 P24228
DB01331 	 P02918
DB01331 	 P02919
DB01331 	 P0AD68
DB01331 	 Q75Y35
DB01331 	 Q7CRA4
DB01331 	 Q8DNB6
DB01331 	 Q8DR59
DB01331 	 P0A3M6
DB01332 	 P02918
DB01332 	 P02919
DB01332 	 P08506
DB01333 	 P02918
DB01336 	 Q15822
DB01336 	 P08172
DB01337 	 Q15822
DB01337 	 P08172
DB01337 	 P20309
DB01338 	 Q15822
DB01338 	 P08172
DB01338 	 P20309
DB01339 	 Q15822
DB01340 	 P12821
DB01341 	 P14867
DB01342 	 P30556
DB01345 	 P05023
DB01346 	 P14867
DB01346 	 P47869
DB01346 	 Q14524
DB01346 	 O00180
DB01346 	 P42262
DB01347 	 P30556
DB01348 	 P12821
DB01349 	 P30556
DB01349 	 P50052
DB01351 	 P14867
DB01351 	 P47869
DB01351 	 P34903
DB01351 	 P48169
DB01351 	 P31644
DB01351 	 Q16445
DB01351 	 P43681
DB01351 	 P36544
DB01351 	 P42262
DB01351 	 Q13002
DB01352 	 P14867
DB01352 	 P47869
DB01352 	 P34903
DB01352 	 P48169
DB01352 	 P31644
DB01352 	 Q16445
DB01352 	 P43681
DB01352 	 P36544
DB01352 	 P42262
DB01352 	 Q13002
DB01353 	 P14867
DB01353 	 P47869
DB01353 	 P34903
DB01353 	 P48169
DB01353 	 P31644
DB01353 	 Q16445
DB01353 	 P43681
DB01353 	 P36544
DB01353 	 P42262
DB01353 	 Q13002
DB01354 	 P14867
DB01354 	 P47869
DB01354 	 P34903
DB01354 	 P48169
DB01354 	 P31644
DB01354 	 Q16445
DB01354 	 P43681
DB01354 	 P36544
DB01354 	 P42262
DB01354 	 Q13002
DB01355 	 P14867
DB01355 	 P47869
DB01355 	 P34903
DB01355 	 P48169
DB01355 	 P31644
DB01355 	 Q16445
DB01355 	 P43681
DB01355 	 P36544
DB01355 	 P42262
DB01355 	 Q13002
DB01356 	 P49841
DB01356 	 P29218
DB01356 	 O14732
DB01356 	 P42263
DB01357 	 P03372
DB01359 	 P08588
DB01359 	 P07550
DB01359 	 P08908
DB01359 	 P28222
DB01363 	 Q01959
DB01363 	 P23975
DB01363 	 P08913
DB01363 	 P18089
DB01363 	 P18825
DB01363 	 P21397
DB01363 	 P27338
DB01363 	 P08588
DB01363 	 P07550
DB01363 	 P13945
DB01363 	 P31645
DB01363 	 Q05940
DB01363 	 P54219
DB01364 	 P23975
DB01364 	 P35348
DB01364 	 P08588
DB01364 	 P07550
DB01365 	 P35348
DB01365 	 P08588
DB01366 	 P07550
DB01367 	 P27338
DB01367 	 P10415
DB01369 	 P0A7J6
DB01369 	 P61177
DB01370 	 P02787
DB01370 	 P05023
DB01370 	 P06870
DB01370 	 P05067
DB01373 	 Q13936
DB01373 	 P98194
DB01373 	 P02585
DB01373 	 P63316
DB01373 	 Q01082
DB01373 	 P04271
DB01373 	 P20810
DB01373 	 P49747
DB01373 	 P0DP23
DB01373 	 P19801
DB01373 	 Q99584
DB01373 	 P05187
DB01373 	 P05109
DB01373 	 P06702
DB01373 	 P29034
DB01373 	 P00450
DB01373 	 P12644
DB01373 	 P08493
DB01373 	 Q8TAB3
DB01373 	 O75340
DB01375 	 P63316
DB01375 	 P21796
DB01375 	 P45880
DB01375 	 Q9Y277
DB01378 	 P05023
DB01380 	 P04150
DB01381 	 P23975
DB01381 	 P14555
DB01381 	 P23415
DB01381 	 P14867
DB01381 	 P47870
DB01381 	 P18507
DB01382 	 P48048
DB01382 	 Q09428
DB01384 	 P04150
DB01388 	 O43497
DB01388 	 O95180
DB01388 	 Q13936
DB01388 	 Q01668
DB01388 	 O60840
DB01388 	 Q9P0X4
DB01388 	 Q13698
DB01388 	 Q02641
DB01388 	 Q08289
DB01388 	 P54284
DB01388 	 O00305
DB01392 	 P08913
DB01392 	 P18089
DB01392 	 P18825
DB01392 	 P08908
DB01392 	 P28222
DB01392 	 P28221
DB01392 	 P14416
DB01392 	 P35462
DB01392 	 P28223
DB01392 	 P28335
DB01392 	 P48048
DB01392 	 P41595
DB01393 	 Q07869
DB01393 	 Q03181
DB01393 	 P37231
DB01393 	 O75469
DB01393 	 P19793
DB01393 	 P28702
DB01393 	 P48443
DB01394 	 P07437
DB01395 	 P06401
DB01395 	 P08235
DB01395 	 P10275
DB01395 	 P04150
DB01396 	 P05023
DB01397 	 P35354
DB01397 	 P23219
DB01399 	 P35354
DB01399 	 P23219
DB01400 	 P22303
